category,creator,last_updated,launched,min_version,price_minecoins,rating_count,rating_value,tags,title,uid,url
Craftable Mob Houses Add-On by MineParty Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,MineParty Studios,,,,,5,5.0,"80+ unique mob house types!,Custom crafting recipes!,Perfect for your next adventure with friends!,Animals,Building,Crafting,Friends,House,Mobs,Base Building",Craftable Mob Houses Add-On,,https://chunk.gg/@mineparty-studios/craftable-mob-houses
PRO Builder Add-On by Maca Designs | CHUNK - Minecraft Bedrock Marketplace Explorer,Maca Designs,,,,,1136,4.0,"Rotate, Painter, Copy, Variant, Claw, Exchanger & Randomizer Tools.,Easy Stonecutter Recipes for Survival!,2000+ Custom Block Variants! [ NO ENTITIES! ],TOOLS,3 NEW tools! Claw, Exchanger, Randomizer.,NEW Blocks! (With particles too!),Auto-Connect Improvements,Crates actually Store Food!,Highlight System!,Building,Build,City Builder,Custom Blocks,Trend,Craftable Blocks,Block",PRO Builder Add-On,,https://chunk.gg/@maca-designs/pro-builder
DragonFire Add-On by Spectral Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,Spectral Studios,,,,,9205,4.7,"Find dragons as Eggs, Hatchlings, and Adults across your world!,Collect their scales to craft custom suits of armour and weapons with powerful effects!,Find traders selling eggs and even fruits to power up your dragon's speed, health, and firepower!,21 dragons to collect and train!,Added a new 'Starter Satchel' item.,Added the new Plunder Dragon and all relevant assets!,Removed the spawn controller,Dragons now only spawn with nests.,Dragons will now defend their Eggs,Added new elemental and Ore forms for Ace and Clang.,Dragons,Fire,Wings,Fly,Craftable Armor,Craftable Weapons",DragonFire Add-On,,https://chunk.gg/@spectral-studios/dragonfire
BE a MOB Add-On by ThunderAy | CHUNK - Minecraft Bedrock Marketplace Explorer,ThunderAy,,,,,60,4.1,"Mobs,Choice,Character Customization,Dark,Creatures,Mega",BE a MOB Add-On,,https://chunk.gg/@thunderay/be-a-mob
Minecraft Mash-Up,In Mine,,,,,66,4.7,"Infinite item storage,Portable rooms inside chests,80 colors and styles,Travel between dimensions,Optical Zoom,Access Control Panel,Fixed the base style change cooldown issue.,Added the base style change cooldown display.,Minor control panel UI improvements,Medieval,Modern,Adventures,Defend,Science Fiction,Cyberpunk,Secret Base",Portal Chests,,https://chunk.gg/@in-mine/portal-chests
Structures Add-On by Teplight | CHUNK - Minecraft Bedrock Marketplace Explorer,Teplight,,,,,293,4.3,"Over 110 structures.,Dungeons and loot.,Structures in almost every biome!,90+ custom blocks with advanced gameplay and variations.,Vanilla based custom block functionality.,Adventures,Build,Building,Dungeons,Loot,Castles",Structures Add-On,,https://chunk.gg/@teplight/structures
Echo Crystal Add-On by JWolf Creations | CHUNK - Minecraft Bedrock Marketplace Explorer,JWolf Creations,,,,,21164,4.4,"Craftable Tools,Custom Tools",Echo Crystal Add-On,,https://chunk.gg/@jwolf-creations/echo-crystal
Ore Processing Add-On by Team Metallurgy | CHUNK - Minecraft Bedrock Marketplace Explorer,Team Metallurgy,,,,,191,4.6,"Includes 5 new machines that process ore blocks!,Place the ores on top of the machine to process!,Works on nearly any ore in Minecraft!,Requires Silk Touch!,Updated system to no longer use entities.,Fixed placement bug where machines stop working.,Added Ore Piles with crafting/un-crafting.,Fixed furnace overflow issue.,Added inventory categories and tags,Crushers can now crush stones and concrete.,Ore,Mining,Craftable Blocks,Redstone,Block,Cool,Metal",Ore Processing Add-On,,https://chunk.gg/@team-metallurgy/ore-processing
Minecraft Mash-Up,Kora Studios,,,,,93,4.7,"Animals,Cute,Nature",Ducks,,https://chunk.gg/@kora-studios/ducks
Minecraft Mash-Up,100Media,,,,,228,4.5,"Horror,Scary,Scary Mobs,Fantasy",The Broken Script,,https://chunk.gg/@100media/the-broken-script
Emo 50 Skins by Hourglass Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,Hourglass Studios,,,,,94,4.6,"Emo pack with 50 goth teen skins!,Enjoy the darkness and all their glory!,Cute,Dark,Emotional,Goth,Teen,Gothic",Emo 50 Skins,,https://chunk.gg/@hourglass-studios/emo-50-skins
Minecraft Mash-Up,Pixelationz Studios,,,,,90,4.8,"Colorful,Dark,Fun,Ghost,Spooky,Warrior,Trend",Shrouded Masters,,https://chunk.gg/@pixelationz-studios/shrouded-masters
Minecraft Mash-Up,Mimic,,,,,3606,4.8,"Cool,Horror,Lore Rich,Memes,Skin,Spooky,Story,Funny",Entity 303,,https://chunk.gg/@mimic/entity-303
Minecraft Mash-Up,DogHouse,,,,,4592,4.8,"32 Skins,perfect for roleplay,Anime,Ninjas,Stylized,Cool,Epic,Power,Teen,Fire",Anime Ninjas,,https://chunk.gg/@doghouse/anime-ninjas-2
Minecraft Mash-Up,NovaEGG,,,,,61,4.9,"Adventures,Arctic,Atmospheric,Cool,Fantasy,Frozen,Ice",Icy Style,,https://chunk.gg/@novaegg/icy-style
Minecraft Mash-Up,Team Visionary,,,,,16888,4.7,"12 skins,2 free skins,Anime,Skin,Cute",Cute Anime Teens,,https://chunk.gg/@team-visionary/cute-anime-teens
Minecraft Mash-Up,Snail Studios,,,,,63,4.6,"Dark,Eyes,Glowing,Hacking,Mysterious,Scary,Skin,Horror",Entity 303,,https://chunk.gg/@snail-studios/entity-303
Minecraft Mash-Up,Blu Shutter Bug,,,,,441,4.7,"Memes,Food,Funny,Cool,Trend,High Definition,Skin",Meme Foods,,https://chunk.gg/@blu-shutter-bug/meme-foods
Minecraft Mash-Up,inPixel,,,,,108,4.6,"Cute,Demon,Goth,Gothic,Trend,Dark",Red Goths,,https://chunk.gg/@inpixel/red-goths
Minecraft Mash-Up,The Lucky Petals,,,,,5315,4.8,"Cool,Nether,Scary,Skin,Halloween",Nether Creatures,,https://chunk.gg/@the-lucky-petals/nether-creatures
Minecraft Mash-Up,inPixel,,,,,3930,4.8,"Rainbow,Colorful,Mobs,Dark",Neon Mobs 2024,,https://chunk.gg/@inpixel/neon-mobs-2024
Minecraft Mash-Up,CupcakeBrianna,,,,,121783,4.7,"Cat,Cute,Hoodie,Colorful,Animals,Fashion,Anime,Neko",Cute Kitty HD Skin Pack,,https://chunk.gg/@cupcakebrianna/cute-kitty-hd-skin-pack
Minecraft Mash-Up,DogHouse,,,,,13440,4.8,"12 Skins,perfect for roleplay,Cool,Teen,Glowing,Trend,Stylized,Cute,Back to School,Summer",Epic Legends,,https://chunk.gg/@doghouse/epic-legends
Minecraft Mash-Up,Gearblocks,,,,,3308,4.8,"13 demon hunters!,3 strong demons!,Demon,Japan,Anime",Demon Hunters,,https://chunk.gg/@gearblocks/demon-hunters
Minecraft Mash-Up,StarkTMA,,,,,116,4.8,"80 unique skins inspired by emo fashion and aesthetics.,Choose from a massive variety of edgy, expressive designs.,Perfect for those who love dark, stylish, and alternative looks.,Dark,Design,Goth,Mega,Skin,Stylized",Emo Megapack,,https://chunk.gg/@starktma/emo-megapack
Minecraft Mash-Up,Nitric Concepts,,,,,120,4.6,"10 HD Backrooms skins!,Ideal for roleplay!,Creatures,Dark,Epic,Goth,Monster,Scary,Spooky,Fun",BACKROOMS SHADOWS,,https://chunk.gg/@nitric-concepts/backrooms-shadows
Minecraft Mash-Up,UnderBlocks Studios,,,,,3815,4.8,"Kingdom,Royal,Mobs,Fancy,Luxury,Medieval",Mob Kings,,https://chunk.gg/@underblocks-studios/mob-kings
Minecraft Mash-Up,Night Studios,,,,,19385,4.7,"3 Aphmau Skins,2 Aaron Skins,Ein, KC, Zane, Pierce, Noi, Kim,Fantasy,Demon,Nether,Dark,Bright,Village Protagonist,High Definition,High Contrast",Aphmau Angels and Demons,,https://chunk.gg/@night-studios/aphmau-angels-and-demons
Minecraft Mash-Up,StarkTMA,,,,,113,4.7,"13 HD skins inspired by eerie and monstrous designs.,Choose from ‘Ashy’, ‘Gummy’, ‘Ratty’, and more!,A terrifying collection for those who love the eerie and the unknown.,Colors,High Definition,Horror,Skin,Creatures",Horror Creatures,,https://chunk.gg/@starktma/horror-creatures
Minecraft Mash-Up,Minecraft,,,,,272836,4.5,"Horror,Scary,Spooky,Halloween",Campfire Tales Skin Pack,,https://chunk.gg/@minecraft/campfire-tales-skin-pack
Minecraft Mash-Up,Ninja Squirrel Gaming,,,,,18077,4.8,"Ender,Teen,Trend,Demon,Dark,Creatures,Modern",Ender Megapack,,https://chunk.gg/@ninja-squirrel-gaming/ender-megapack
Minecraft Mash-Up,Yeggs,,,,,9232,4.8,"Demon,Ender,Teen,Gothic,Spooky,Nether,Scary",Goth Ender Demons,,https://chunk.gg/@yeggs/goth-ender-demons
Minecraft Mash-Up,Asiago Bagels,,,,,146,4.7,"24 Skins!,Perfect for Roleplaying!,Cool,Demon,Ender,Glowing,Teen,Trend",Ender VS Souls,,https://chunk.gg/@asiago-bagels/ender-vs-souls
Minecraft Mash-Up,Asiago Bagels,,,,,537,4.8,"80 Skins!,Perfect for Roleplaying!,Cool,Glowing,Teen,Trend",Black X Shadow Megapack,,https://chunk.gg/@asiago-bagels/black-x-shadow-megapack
Minecraft Mash-Up,Lothiredon,,,,,156,4.6,"10 HD BACKROOMS monster skins!,Ideal for roleplay!,Creatures,Dark,Goth,Horror,Monster,Scary,Spooky,Cool",BACKROOMS,,https://chunk.gg/@lothiredon/backrooms
Minecraft Mash-Up,DogHouse,,,,,9132,4.7,"12 skins,perfect for roleplay,Fire,Ice,Battle,Anime,Cool,Trend,Epic,Glowing",Fire vs Ice,,https://chunk.gg/@doghouse/fire-vs-ice
Minecraft Mash-Up,Minecraft,,,,,348929,4.6,"Adventures,Animals,Warrior,Mobs",Battle & Beasts Skin Pack,,https://chunk.gg/@minecraft/battle-and-beasts-skin-pack
Minecraft Mash-Up,Pixelationz Studios,,,,,322,4.8,"Crown,Dark,Horror,Royal,Trend,Warrior,Spooky",Dark Seekers,,https://chunk.gg/@pixelationz-studios/dark-seekers
Minecraft Mash-Up,DogHouse,,,,,167,4.8,"12 skins,perfect for roleplay,Anime,Cool,Glowing,Teen,Trend,Stylized",Purple Moon Teens,,https://chunk.gg/@doghouse/purple-moon-teens
Minecraft Mash-Up,Yeggs,,,,,173,4.8,"Includes 12 skins,1 FREE skin!,Cool,Fire,Glowing,Scary,Teen",Soul Fire,,https://chunk.gg/@yeggs/soul-fire
Minecraft Mash-Up,Pixelusion,,,,,85,4.7,"10 Monster High School skins,Features monsters like Draculia, Maddona & more!,Y2K, Emo, Punk, Gothic, Streetwear, Sportswear…,Goth,Gothic,High School,Monster,Spooky,Teen,Trend",Monster High School,,https://chunk.gg/@pixelusion/monster-high-school
Minecraft Mash-Up,Night Studios,,,,,21263,4.6,"2 Aphmau Skins,2 Aaron Skins,Ein, KC, Zane, Pierce, Noi, Kim,Bright,Dark,Vampire,Demon,Fantasy Creatures,High Definition,High Contrast,Nether",Aphmau Vampires and Werewolves,,https://chunk.gg/@night-studios/aphmau-vampires-and-werewolves
Minecraft Mash-Up,Minecraft,,,,,273299,4.4,"Support and information for parents:,This Skins is part of the Minecraft Marketplace and can be purchased through the Minecraft Bedrock Marketplace. Chunk only provides the same information as the Minecraft Marketplace and does not sell it. If you have any questions about this product, please contact the creator directly. (,Minecraft,) For more information on parental controls, please visit the official Minecraft website.,Just click this link for more details.,Product Metadata:,The official Minecraft Marketplace UID for this product is,57dfb793-29cb-4faf-acd9-bc0200ad108c,. If you have Minecraft Bedrock installed, you can open this product using,this link,.,Biome Settlers Skin Pack 1,490,Minecraft Marketplace Minecoins,Get it Now!,Share Page,Share,Redirecting to Marketplace...,Close,If Minecraft has opened, you can safely close this modal. If not try again with the button below. If it still not working, your browser does not support external links or you do not have Minecraft Bedrock installed. Try opening this page on a device with Minecraft Bedrock installed.,Scan the code to get it on your phone,Retry opening Minecraft,© 2025,Panascais Inc.,and/or third-party copyright holders.,CHUNK is not associated with Microsoft Corporation or Mojang AB.,Mojang and Minecraft are trademarks of Mojang AB.,Imprint,Privacy,Terms of Service,Chevron Right,Chevron Right,Close",Biome Settlers Skin Pack 1,,https://chunk.gg/@minecraft/biome-settlers-skin-pack-one
Minecraft Mash-Up,Aliquam Studios,,,,,491,4.5,"HD skins,1 free skin,Animals,Creatures,Funny,High Definition,Memes,Pop Culture,Trend",Tralalero HD,,https://chunk.gg/@aliquam-studios/tralalero-hd
Minecraft Mash-Up,Radium Studio,,,,,249,4.8,"Colorful,Dark,Ghost,Horror,Scary,Spooky,Skin",SOUL DARKNESS,,https://chunk.gg/@radium-studio/soul-darkness
Minecraft Mash-Up,Plank,,,,,635,4.8,"12 magical fairycore skins,1 free skin included!,HD quality for immersive gameplay,Beautiful,Cute,Fairies,Fantasy,Magic,Modern,Trend,Epic",Fairy Core HD,,https://chunk.gg/@plank/fairy-core-hd
Minecraft Mash-Up,Spawnpoint Media,,,,,12687,4.8,"Gaming,Friends,Realistic,Pop Culture,Pro,Celebrity,Casual",EYstreem and Friends,,https://chunk.gg/@spawnpoint-media/eystreem-and-friends
Minecraft Mash-Up,QwertyuiopThePie,,,,,358,4.5,"Animals,Funny,High Definition,Memes,Skin,Trend",Tralalero Tralala,,https://chunk.gg/@qwertyuiopthepie/tralalero-tralala
Minecraft Mash-Up,Cypress Games,,,,,155539,4.8,"Skin,Summer,Holiday,Pool,Cool,Cute",Summer Gift,,https://chunk.gg/@cypress-games/summer-gift
Minecraft Mash-Up,Night Studios,,,,,50552,4.7,"2 Aphmau Skins,2 Aaron Skins,Ein // KC // Zane // Pierce // Noi // Kim,Skin,Jacket,Summer,School,Cat,Casual",Aphmau and Friends,,https://chunk.gg/@night-studios/aphmau-and-friends
Minecraft Mash-Up,CatFace,,,,,267,4.8,"2 Aphmau skins,2 Aaron skins,16 Friend skins featuring KC, Zane, Pierce, Kim, and MORE!,Back to School,Friends,High School,School,Teen,High Definition",Aphmau's Back to School,,https://chunk.gg/@catface/aphmaus-back-to-school
Minecraft Mash-Up,CatFace,,,,,329,4.8,"4 Aphmau skins,4 Aaron skins,16 Royals and Knight skins featuring the Aphmau Crew!,Castles,Celebrity,Fantasy,Medieval,Mythical,Warrior,Royal",Aphmau's Royal Regalia,,https://chunk.gg/@catface/aphmaus-royal-regalia
Minecraft Mash-Up,Spawnpoint Media,,,,,5931,4.8,"Costume,Friends,Funny,Movie,Movie Star,Pop Culture,Pro,Adventures",Milo and Chip Friends,,https://chunk.gg/@spawnpoint-media/milo-and-chip-friends
Minecraft Mash-Up,Heropixel Games,,,,,4,5.0,"Includes 16 unique golden demon skins,Perfect for roleplay, PvP, or showing off in multiplayer,Packed with attitude, humor, and cheeky charm,Adventures,Friends,Scary,Science Fiction,Skin,Anime",Golden Cheeky,,https://chunk.gg/@heropixel-games/golden-cheeky
Minecraft Mash-Up,Architects Edge,,,,,5,5.0,"Creepers,Mobs,Zombies",Emo Mobs,,https://chunk.gg/@architects-edge/emo-mobs
Minecraft Mash-Up,Minty,,,,,2,4.5,"Halloween,Horror,Scary,Skin,Monster",CLOWNS,,https://chunk.gg/@minty/clowns
Minecraft Mash-Up,Endorah,,,,,5,5.0,"10 skins!,Perfect for roleplay!,Have Fun!,Cool,Epic,Friends,Fun,Monster,Skin,Trend,Funny",Soulfire Monsters Hunters,,https://chunk.gg/@endorah/soulfire-monsters-hunters
Minecraft Mash-Up,Rainbow Theory,,,,,8,4.5,"8 Skins!,By Rainbow Theory Studios,Artist: Mango Boba,Animals,Cute,Fun,Friends",Cuddly Animals,,https://chunk.gg/@rainbow-theory/cuddly-animals
Minecraft Mash-Up,Lore Studios,,,,,,5.0,"8 Smiling Skins!,Perfect with friends!,Cool,Friends,Fun,Horror,Scary,Skin,Trend,Funny",Horrific Smiles,,https://chunk.gg/@lore-studios/horrific-smiles
Minecraft Mash-Up,2-Tail Productions,,,,,5,5.0,"12 vibrant skins,Perfect for roleplay!,Character Customization,Dark,Glowing,Rainbow,Scary,Skin,Colorful",Neon Heroes,,https://chunk.gg/@2-tail-productions/neon-heroes
Minecraft Mash-Up,Mimic,,,,,3,5.0,"Abstract,Armor,Colorful,Costume,Skin,Stylized,Cool",Twisted Masks,,https://chunk.gg/@mimic/twisted-masks
Minecraft Mash-Up,Pixel Smile Studios,,,,,4,5.0,"8 HD skins!,Perfect for roleplay,Have fun!,Cool,Summer,Teen,Trend",Feels Like Summer,,https://chunk.gg/@pixel-smile-studios/feels-like-summer
Minecraft Mash-Up,Waypoint Studios,,,,,10,4.8,"Colors,Cool,Dark,Epic,Glowing,Scary,Colorful",Deep Souls Anomaly,,https://chunk.gg/@waypoint-studios/deep-souls-anomaly
Minecraft Mash-Up,Pixel Squared,,,,,6,4.7,"8 fashionable skins!,Beautiful HD style!,Back to School,High Definition,Seasonal,Summer,High Resolution",Summer Lookbook,,https://chunk.gg/@pixel-squared/summer-lookbook
Minecraft Mash-Up,CubeCraft Games,,,,,3,5.0,"10 Academia Looks,FREE Skin: Chris,Back to School,Colors,Colorful,Cool,Fun,High School,Bright",Highschool Outfits,,https://chunk.gg/@cubecraft-games/highschool-outfits
Minecraft Mash-Up,Team VoidFeather,,,,,2,5.0,"Friends,Mobs,Skin,Ride",Mobheads,,https://chunk.gg/@team-voidfeather/mobheads
Minecraft Mash-Up,100Media,,,,,319,4.7,"17 distinct sorcerer skins,Ideal for players who want to be the strongest!,Ultimate Goro,Awakened Goro,Added Awakened Goro character,Added Ultimate Goro character,Anime,Battle,Demon,Fantasy,Fighting,Infinity,Japan",Jujutsu Sorcerers,,https://chunk.gg/@100media/jujutsu-sorcerers
Minecraft Mash-Up,Lua Studios,,,,,125,4.8,"Dark,Ender,Teen,Skin",Ender Teens,,https://chunk.gg/@lua-studios/ender-teens
Plastic Texture Pack by Minecraft | CHUNK - Minecraft Bedrock Marketplace Explorer,Minecraft,,,,,132675,4.3,"Sandbox,Exploration,Texture",Plastic Texture Pack,,https://chunk.gg/@minecraft/plastic-texture-pack
City Texture Pack by Minecraft | CHUNK - Minecraft Bedrock Marketplace Explorer,Minecraft,,,,,150975,4.3,"Texture,Sandbox,Exploration",City Texture Pack,,https://chunk.gg/@minecraft/city-texture-pack
Minecraft Mash-Up,Pixel Squared,,,,,9828,4.6,"A plastic style faithful to default!,Simple blocks and items!,Cute mobs with custom models!,Includes skins!,Various bug fixes,Added all Pale Garden blocks,Added mob biome variants,Added bush,Added dry grass,Added firefly bush,Added happy ghast,Added happy ghast saddle,Added wildflowers,Added cactus flower,Added leaf litter,Colorful,Cute,Retro",Simply Cubed,,https://chunk.gg/@pixel-squared/simply-cubed
Legendary Texture Pack by Pathway Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,Pathway Studios,,,,,5525,4.5,"The finest 16x textures for building medieval & fantasy themes,Complete armor overhaul with huge 3D geo additions,Expressive mob redesign,Vibrant items & detailed ui,Includes 5 skins!,1.21 Chase the Skies ready,Art,Atmospheric,Colorful,Epic,Fantasy",Legendary Texture Pack,,https://chunk.gg/@pathway-studios/legendary-texture-pack
Minecraft Mash-Up,Pathway Studios,,,,,52031,3.9,"Built from the ground up to increase realism and immersion while maintaining the classic Minecraft look,Features detailed 32x textures that double the default resolution, plus a custom UI,Supports Chase the Skies,Classic,High Resolution,Pixel Art,Stylized,Texture",Clarity,,https://chunk.gg/@pathway-studios/clarity
Minecraft Mash-Up,Pathway Studios,,,,,46762,4.1,"Realistic sky, life-like clouds and atmospheric fog,Waving foliage, block variations and custom mob models for greater realism,Highly detailed, meticulously hand-crafted 64x textures,Works in any world,Realistic,High Resolution,High Definition,Beautiful,Ultimate,Atmospheric,Sky,Texture",TrueRealism HD,,https://chunk.gg/@pathway-studios/truerealism-hd
Playroom Texture Pack by Scai Quest | CHUNK - Minecraft Bedrock Marketplace Explorer,Scai Quest,,,,,46,4.0,"cute plushie mobs,custom end sky,texture variants for logs and most full blocks,updated for 1.21.90,Texture,Colors,Colorful,Decorate,Fun,High Contrast,Space",Playroom Texture Pack,,https://chunk.gg/@scai-quest/playroom-texture-pack
Crimsoft Texture Pack by RareLoot | CHUNK - Minecraft Bedrock Marketplace Explorer,RareLoot,,,,,196,4.3,"Update to 1.21 The Garden Awakens,New expressive 3D look for entities,Full custom UI,12 unique 8-bit skins included!,Cartoon,Casual,Colorful,Low Resolution,Minimalist,Sandbox,Stylized",Crimsoft Texture Pack,,https://chunk.gg/@rareloot/crimsoft-texture-pack
Minecraft Mash-Up,GoE-Craft,,,,,1972,4.1,"Perfectly refined 64x64 textures,Useful for creative, survival, and PVP,Super popular medieval Java pack,Vanilla friendly,Magic,Forest,Medieval,High Resolution,Beautiful,Custom Mobs,Dragons,Zombies",Enchanted Forest,,https://chunk.gg/@goe-craft/enchanted-forest
Minecraft Mash-Up,CubeCraft Games,,,,,5781,4.7,"Dark themed GUIs,Low fire,Short swords,Beautiful skies,Outlined ores,Pale Garden, Creaking & Trial Chamber textures,Happy Ghast + Cow, Pig & Chicken Variants,Supports 1.21.90: Chase the Skies Update!,Galaxy,Dark,Fighting,Armor,Sky,Texture,Cool",Astral 16x PvP Pack,,https://chunk.gg/@cubecraft-games/astral-16x-pvp-pack
Minecraft Mash-Up,Syclone Studios,,,,,451,4.6,"Medieval 16x16 textures,Custom Mob models,Full Custom UI,Block & Mob variations,Biome-specific fog & atmosphere,Chase the Skies Update!,Added Chase the Skies textures,Fixed flower variants,Updated netherite set,Added silverfish rats,Added baby chickens,Added cake variants,Added animated torches,Added immersive rain ripples,Realistic,Medieval,Beautiful",Excalibur,,https://chunk.gg/@syclone-studios/excalibur
Alien Worlds - Texture Pack by GoE-Craft | CHUNK - Minecraft Bedrock Marketplace Explorer,GoE-Craft,,,,,1602,4.2,"64x hyperrealistic resource pack,Advanced geometry mob designs,Perfect for roleplay, building and exploring,SCP ready,12 HD skins,Aliens,Fantasy,Galaxy,Science Fiction,Space,Space Simulation,Supernatural,Custom Mobs",Alien Worlds - Texture Pack,,https://chunk.gg/@goe-craft/alien-worlds-texture-pack
Simple Texture Pack by Pickaxe Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,Pickaxe Studios,,,,,10,3.7,"Colors,Colorful,Mobs,Texture,Cute",Simple Texture Pack,,https://chunk.gg/@pickaxe-studios/simple-texture-pack
Cyber Craft - Texture Pack by The Craft Stars | CHUNK - Minecraft Bedrock Marketplace Explorer,The Craft Stars,,,,,133,4.2,"64x super HD sharpness,Supreme tools and armor,Cybernetic dragon, zombie and mobs,Cyberpunk,Hacking,Futuristic,Advanced,Science Fiction,Space,Galaxy,Modern",Cyber Craft - Texture Pack,,https://chunk.gg/@the-craft-stars/cyber-craft-texture-pack
