category,creator,last_updated,launched,min_version,price_minecoins,rating_count,rating_value,tags,title,uid,url
Biome Survival - Mash-Up by The Craft Stars | CHUNK - Minecraft Bedrock Marketplace Explorer,The Craft Stars,,,,,346,4.6,"Advanced 16x16 texture pack,Storyline quest,OP traders,New boss fights,1000x1000 custom survival world,4 adventure skins, 1 free,Boss Fights,Custom Mobs,Custom Armor,Diverse Biomes,Adventures,Quests,Trading,Texture",Biome Survival - Mash-Up,,https://chunk.gg/@the-craft-stars/biome-survival-mash-up
Minecraft Mash-Up,Mythicus,,,,,286,4.0,"NEW weapons,Boss fights,Quest,Adventure,SINGLEPLAYER ONLY,Adventures,Quests,Story,Build,Boss Fights,Difficult",Weapons Mashup,,https://chunk.gg/@mythicus/weapons-mashup
Minecraft Mash-Up,Odyssey Builds,,,,,446,4.1,"CARS, PLANES, BOATS & MORE,30+ UNIQUE VEHICLE OPTIONS (each customizable),HUGE CITY TO EXPLORE,14 RACES,RADIO SYSTEM,UNIQUE VEHICLE ABILITIES,MODERN RESOURCE PACK (to use anywhere),38 SKINS (2 free),Vehicles,City,Race,Cars,Helicopters,Boat,Modern",VEHICLE MASHUP,,https://chunk.gg/@odyssey-builds/vehicle-mashup
Dragons Mash-Up by Eescal Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,Eescal Studios,,,,,277,3.6,"More than 30 types of dragons and more than 70 variants!,Trainable Dragons,Special fireball, armor and weapons!,Dragons,Teen,Fun,Fantasy,Adventures,Pets,Eggs,Custom Armor",Dragons Mash-Up,,https://chunk.gg/@eescal-studios/dragons-mash-up
Minecraft Mash-Up,GoE-Craft,,,,,1009,3.8,"Full HD PVP texture pack,10 unique arenas,Multiple game mods,Advanced settings,Play alone or with friends vs powerful AI opponents!,8 combat HD skins,Thrilling action,4 new starter kits,3 new game settings,2 new arenas,1.20 full texture pack update,New and improved HUD,Improved game balance,Performance enhancements,Battle,War,Custom Armor,Custom Mobs,Swordplay,Replay Value,Tactical,Fighting",Survival Games Mash Up,,https://chunk.gg/@goe-craft/survival-games-mash-up
Norse Mythology Mash-Up by Minecraft | CHUNK - Minecraft Bedrock Marketplace Explorer,Minecraft,,,,,24359,4.8,"Exploration,Mythology,Historical",Norse Mythology Mash-Up,,https://chunk.gg/@minecraft/norse-mythology-mash-up
Minecraft Mash-Up,Kreatik Studios,,,,,369,4.3,"FULL TEXTUREPACK,Waving Foliage – like shaders!,Immersive features (realistic sky, dynamic clouds, volumetric fog),Luxury cars, Supercars, SUV, Bikes & more,1000x1000 city,City,High Definition,Realistic,High Resolution,Atmospheric,Vehicles,Modern,Texture",CITY HD MASHUP,,https://chunk.gg/@kreatik-studios/city-hd-mashup
Minecraft Mash-Up,Kreatik Studios,,,,,285,4.2,"FULL MODERN TEXTURE PACK,REALISM WORLD with REALISTIC CLOUDS and FOG,30 ANIMALS with unique animations, behaviors and sounds,12 CUSTOM BIOMES to explore,MEGA 500x500 ZOO,Zoo,Animals,Texture,Cute,Fantasy,Modern,Exploration,Custom Mobs",ZOO MASH-UP,,https://chunk.gg/@kreatik-studios/zoo-mash-up
Minecraft Mash-Up,Kreatik Studios,,,,,135,4.2,"Highly detailed modern city with traffic signs,Full texture pack,500+ rooms with interiors!,150 VEHICLES (Cars, bus, bike, scooters,…),Modern,City,Texture,Cars,Vehicles,Addictive,House,Furniture",MODERN CITY MASHUP,,https://chunk.gg/@kreatik-studios/modern-city-mashup
Minecraft Mash-Up,LinsCraft,,,,,281,4.4,"A Chinese-inspired resource pack 1.20+.,A wide range of furniture and transport.,15 Hanfu-inspired skins.,Adventures,High Definition,Landscape,Sailing,Skin,Texture,Village,Lunar New Year",Chinese Water Town Mash-up,,https://chunk.gg/@linscraft/chinese-water-town-mash-up
The Ultimate Animal Mash-Up by ASCENT | CHUNK - Minecraft Bedrock Marketplace Explorer,ASCENT,,,,,653,4.1,"99 NEW ANIMALS,CUSTOM OBJECTIVES,NEW VEHICLES,CUSTOM 3000x3000 WORLD,Animals,Cute,Fun,Epic,Custom Mobs,Cool",The Ultimate Animal Mash-Up,,https://chunk.gg/@ascent/the-ultimate-animal-mash-up
The Ultimate City Mash-Up by ASCENT | CHUNK - Minecraft Bedrock Marketplace Explorer,ASCENT,,,,,16536,4.3,"30+ cars, boats, and helicopters!,40+ unique locations!,1000+ rooms with interiors!,Cars,City,Modern,Texture,Vehicles,Addictive",The Ultimate City Mash-Up,,https://chunk.gg/@ascent/the-ultimate-city-mash-up
Minecraft Mash-Up,Honeyfrost,,,,,6835,4.3,"Realistic,High Definition,Challenge,Building,Base Building",Oneblock Realism,,https://chunk.gg/@honeyfrost/oneblock-realism
Minecraft Mash-Up,Odyssey Builds,,,,,3497,3.9,"VEHICLES, A CITY & PETS,120+ FURNITURE OPTIONS, MANSIONS,OP WEAPONS, POWERFUL TOOLS & NEW ARMOR (Craftable),ANIMALS, DRAGONS & DINOSAURS (Some are Rideable),LUCKY BLOCKS, TEMPLES & CUSTOM TNT,8+ NEW ZOMBIES, VILLAGES, UNDERGROUND BASES,YACHTS, CASTLES & PALACES,A FULL RESOURCE PACK,26 SKINS, 2 FREE SKINS,Furniture,Dragons,Zombies,Dinosaurs,Lucky,Pets,Mansion,City",MEGA MASHUP,,https://chunk.gg/@odyssey-builds/mega-mashup
Teen Demon High School Mash-Up by GoE-Craft | CHUNK - Minecraft Bedrock Marketplace Explorer,GoE-Craft,,,,,1702,3.8,"1,000 clothing combinations,Customizable, animated demons,Tamable dragons,8 adorable HD skins,This mash-up is using the full HD Anime Style texture pack.,Anime,Demon,Dragons,Fantasy,Magic,School,Teen,Trend",Teen Demon High School Mash-Up,,https://chunk.gg/@goe-craft/teen-demon-high-school-mash-up
Minecraft Mash-Up,Entity Builds,,,,,5249,4.4,"Base Building,Character Customization,High Resolution,Skin,Epic,Texture",Advanced Skyblock Mash-up,,https://chunk.gg/@entity-builds/advanced-skyblock-mash-up
Minecraft Mash-Up,Mythicus,,,,,1297,4.5,"40+ custom hearts,30+ challenges,1 Texture pack,15 skins,Unique powers,Endless adventure,Survival world,Custom Consumables,Power,Adventures,Challenge,Lucky,Games,Exploration",Custom Hearts Mashup,,https://chunk.gg/@mythicus/custom-hearts-mashup
Minecraft Mash-Up,Everbloom Games,,,,,24379,4.5,"Full texture pack with furniture blocks,800x800 megacity,Over 150 places to explore,Loaded with secrets,Everbloom Studios,Big,City,Exploration,Lore Rich,Modern,Mega,Texture",City Mash-up,,https://chunk.gg/@everbloom-games/city-mash-up
Deep Sea Mash-Up by Cyclone | CHUNK - Minecraft Bedrock Marketplace Explorer,Cyclone,,,,,24020,4.3,"10 Deep Sea skins,Steampunk-themed resource pack,Epic underwater creatures,Pixel Art,Aquatic,Fantasy",Deep Sea Mash-Up,,https://chunk.gg/@cyclone/deep-sea-mash-up
Minecraft Mash-Up,Everbloom Games,,,,,25128,4.5,"Use your grappling hook to race around town against the clock,Fight waves of mobs in the dojo,Exceptional detail and many unique models,City,Flight,Japan,Ninjas",Ninja Mash-up,,https://chunk.gg/@everbloom-games/ninja-mash-up
"[
  {
    ""@context"": ""https://schema.org"",
    ""@type"": ""BreadcrumbList"",
    ""itemListElement"": [
      {
        ""@type"": ""ListItem"",
        ""position"": 1,
        ""name"": ""Minecraft"",
        ""item"": ""https://chunk.gg/@minecraft""
      },
      {
        ""@type"": ""ListItem"",
        ""position"": 2,
        ""name"": ""Festive Mash-up"",
        ""item"": ""https://chunk.gg/@minecraft/festive-mash-up""
      }
    ]
  },
  {
    ""@context"": ""https://schema.org"",
    ""@type"": ""Product"",
    ""name"": ""Festive Mash-up"",
    ""description"": ""Wander through a winter wonderland! World, textures, skins and more!"",
    ""keywords"": [
      ""festive"",
      ""mash-up"",
      ""wander"",
      ""winter"",
      ""wonderland"",
      ""world"",
      ""textures"",
      ""skins"",
      ""exploration"",
      ""holiday""
    ],
    ""sku"": ""959fd880-2357-4353-a8bd-286ae90efb7f"",
    ""productID"": ""959fd880-2357-4353-a8bd-286ae90efb7f"",
    ""mainEntityOfPage"": ""https://chunk.gg/@minecraft/festive-mash-up"",
    ""identifier"": {
      ""@type"": ""PropertyValue"",
      ""name"": ""Minecraft Marketplace ID"",
      ""value"": ""959fd880-2357-4353-a8bd-286ae90efb7f""
    },
    ""releaseDate"": ""2017-04-04T17:00:00.000Z"",
    ""isFamilyFriendly"": true,
    ""brand"": {
      ""@type"": ""Brand"",
      ""name"": ""Minecraft""
    },
    ""offers"": [
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/festive-mash-up"",
        ""priceCurrency"": ""EUR"",
        ""price"": 4.89,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""EUR"",
          ""price"": 4.89,
          ""url"": ""https://chunk.gg/@minecraft/festive-mash-up""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/festive-mash-up"",
        ""priceCurrency"": ""USD"",
        ""price"": 5.19,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""USD"",
          ""price"": 5.19,
          ""url"": ""https://chunk.gg/@minecraft/festive-mash-up""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/festive-mash-up"",
        ""priceCurrency"": ""GBP"",
        ""price"": 4.01,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""GBP"",
          ""price"": 4.01,
          ""url"": ""https://chunk.gg/@minecraft/festive-mash-up""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/festive-mash-up"",
        ""priceCurrency"": ""CAD"",
        ""price"": 7.23,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""CAD"",
          ""price"": 7.23,
          ""url"": ""https://chunk.gg/@minecraft/festive-mash-up""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/festive-mash-up"",
        ""priceCurrency"": ""AUD"",
        ""price"": 7.9,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""AUD"",
          ""price"": 7.9,
          ""url"": ""https://chunk.gg/@minecraft/festive-mash-up""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/festive-mash-up"",
        ""price"": 990,
        ""priceCurrency"": ""XMC"",
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""XMC"",
          ""price"": 990,
          ""name"": ""Minecoins""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/festive-mash-up"",
        ""price"": 990,
        ""priceCurrency"": ""XMT"",
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""XMT"",
          ""price"": 990,
          ""name"": ""Minecraft Tokens (PlayStation™)""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      }
    ],
    ""category"": ""Survival"",
    ""audience"": {
      ""@type"": ""Audience"",
      ""audienceType"": ""Minecraft Bedrock Platforms"",
      ""additionalType"": ""https://schema.org/Game"",
      ""name"": ""Minecraft Bedrock Platforms"",
      ""description"": ""Available on Android, PlayStation, iOS, Nintendo Switch, Oculus, Windows, and Xbox"",
      ""hasAudienceType"": [
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Android"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Android""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on PlayStation"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on PlayStation""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on iOS"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on iOS""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Nintendo Switch"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Nintendo Switch""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Oculus"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Oculus""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Windows"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Windows""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Xbox"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Xbox""
        }
      ]
    },
    ""potentialAction"": [
      {
        ""@type"": ""BuyAction"",
        ""url"": ""https://www.minecraft.net/marketplace/pdp?id=959fd880-2357-4353-a8bd-286ae90efb7f""
      },
      {
        ""@type"": ""ViewAction"",
        ""target"": ""https://chunk.gg/@minecraft/festive-mash-up""
      }
    ],
    ""aggregateRating"": {
      ""@type"": ""AggregateRating"",
      ""ratingValue"": 4.6,
      ""reviewCount"": 36379
    },
    ""image"": ""https://images.chunk.gg/products/minecraft/festive-mash-up/thumbnail-d29bd46f9c485750-800.jpg""
  }
]",Minecraft,,,,,36379,4.6,"Exploration,Holiday,Winter",Festive Mash-up,,https://chunk.gg/@minecraft/festive-mash-up
Minecraft Mash-Up,Minecraft,,,,,9164,4.7,"Exploration,Mythology,Historical",Egyptian Mythology Mash-up,,https://chunk.gg/@minecraft/egyptian-mythology-mash-up
Minecraft Mash-Up,Minecraft,,,,,20676,4.6,"Exploration,Mythology,Lunar New Year",Chinese Mythology Mash-up,,https://chunk.gg/@minecraft/chinese-mythology-mash-up
Modern Textures by Team Vaeron | CHUNK - Minecraft Bedrock Marketplace Explorer,Team Vaeron,,,,,5012,4.2,"Modern Texture Style,Indoor and outdoor decorations,Find creative applications for new blocks,Inspiring builds by professional builders,Massive explorable city,All blocks retextured,Modern,Texture,Decorate,City,Furniture,Craftable Furniture,Custom Blocks,Craftable Blocks",Modern Textures,,https://chunk.gg/@team-vaeron/modern-textures
Minecraft Mash-Up,Honeyfrost,,,,,948,4.1,"7 sailable pirate ships,A massive world to explore,6 boss fights,20+ custom mobs,Quests to complete,Weapons & armor,Hidden Treasure,A pirate-themed textures pack,Pirates,Pirate Ship,Sailing,Quests,Boat,Custom Tools",Pirate Mashup,,https://chunk.gg/@honeyfrost/pirate-mashup
Minecraft Mash-Up,Team Visionary,,,,,2754,4.2,"4 boss fights,16 new furniture,44 props,13 vehicles,4 new items,80 skins,5 spooky songs,HD texture pack,Atmospheric,Boss,Scary,School,Story,Halloween",Monster School,,https://chunk.gg/@team-visionary/monster-school
Minecraft Mash-Up,Honeyfrost,,,,,558,3.9,"Faithfully detailed Japanese textures,Custom 3D model furniture to decorate with,Grass and foliage waves with the wind,Authentic music and sounds,Realistic sky and block variations,Japan,Texture,Craftable Furniture,Crafting,Furniture,Decorate,Anime,Ninjas",Japanese Resources,,https://chunk.gg/@honeyfrost/japanese-resources
Minecraft Mash-Up,Honeyfrost,,,,,1301,4.1,"Complete shader atmosphere,Realistic HD textures with variants & animated foliage,Working rainbows, moving and evolving clouds,3D Animals and mobs,Custom GUI and minimap,Real volumetric fog,Aurea Borealis, shooting stars, & asteroids,Realistic weather and seasons,Sky,Block,High Definition,Realistic,Light,Nature,Animation,Atmospheric",Skyblock HD Mashup,,https://chunk.gg/@honeyfrost/skyblock-hd-mashup
Minecraft Mash-Up,Bunny Studios,,,,,3400,3.4,"170+ unique furniture models,850+ furniture variants,Texture pack compatible,17 Skins,Modern,Furniture,City,Base Building,Building,Decorate,Realistic,Luxury",Furniture+,,https://chunk.gg/@bunny-studios/furniture-plus
Minecraft Mash-Up,Minecraft,,,,,34681,4.7,"Cartoon,Exploration,Adventures",Steven Universe Mash-up,,https://chunk.gg/@minecraft/steven-universe-mash-up
Minecraft Mash-Up,Minecraft,,,,,16017,4.7,"Exploration,Pirates,Adventures",Pirates of the Caribbean,,https://chunk.gg/@minecraft/pirates-of-the-caribbean
"[
  {
    ""@context"": ""https://schema.org"",
    ""@type"": ""BreadcrumbList"",
    ""itemListElement"": [
      {
        ""@type"": ""ListItem"",
        ""position"": 1,
        ""name"": ""Minecraft"",
        ""item"": ""https://chunk.gg/@minecraft""
      },
      {
        ""@type"": ""ListItem"",
        ""position"": 2,
        ""name"": ""Master Chief Mash-up"",
        ""item"": ""https://chunk.gg/@minecraft/master-chief-mash-up""
      }
    ]
  },
  {
    ""@context"": ""https://schema.org"",
    ""@type"": ""Product"",
    ""name"": ""Master Chief Mash-up"",
    ""description"": ""Welcome to the Minecraft Master Chief Mash-up, which includes 50+ Skins, bespoke Texture set, themed UI, original soundtrack and an amazing world filled with iconic locations to explore."",
    ""keywords"": [
      ""master"",
      ""chief"",
      ""mash-up"",
      ""minecraft"",
      ""includes"",
      ""skins"",
      ""bespoke"",
      ""texture"",
      ""set"",
      ""themed"",
      ""ui"",
      ""original"",
      ""soundtrack"",
      ""amazing"",
      ""world"",
      ""filled"",
      ""iconic"",
      ""locations"",
      ""explore"",
      ""exploration"",
      ""science-fiction"",
      ""epic""
    ],
    ""sku"": ""a9725e69-66b2-4002-805a-c26867fe467b"",
    ""productID"": ""a9725e69-66b2-4002-805a-c26867fe467b"",
    ""mainEntityOfPage"": ""https://chunk.gg/@minecraft/master-chief-mash-up"",
    ""identifier"": {
      ""@type"": ""PropertyValue"",
      ""name"": ""Minecraft Marketplace ID"",
      ""value"": ""a9725e69-66b2-4002-805a-c26867fe467b""
    },
    ""releaseDate"": ""2017-09-12T17:00:00.000Z"",
    ""isFamilyFriendly"": true,
    ""brand"": {
      ""@type"": ""Brand"",
      ""name"": ""Minecraft""
    },
    ""offers"": [
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up"",
        ""priceCurrency"": ""EUR"",
        ""price"": 4.89,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""EUR"",
          ""price"": 4.89,
          ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up"",
        ""priceCurrency"": ""USD"",
        ""price"": 5.19,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""USD"",
          ""price"": 5.19,
          ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up"",
        ""priceCurrency"": ""GBP"",
        ""price"": 4.01,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""GBP"",
          ""price"": 4.01,
          ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up"",
        ""priceCurrency"": ""CAD"",
        ""price"": 7.23,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""CAD"",
          ""price"": 7.23,
          ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up"",
        ""priceCurrency"": ""AUD"",
        ""price"": 7.9,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""AUD"",
          ""price"": 7.9,
          ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up"",
        ""price"": 990,
        ""priceCurrency"": ""XMC"",
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""XMC"",
          ""price"": 990,
          ""name"": ""Minecoins""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@minecraft/master-chief-mash-up"",
        ""price"": 990,
        ""priceCurrency"": ""XMT"",
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""XMT"",
          ""price"": 990,
          ""name"": ""Minecraft Tokens (PlayStation™)""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      }
    ],
    ""category"": ""Survival"",
    ""audience"": {
      ""@type"": ""Audience"",
      ""audienceType"": ""Minecraft Bedrock Platforms"",
      ""additionalType"": ""https://schema.org/Game"",
      ""name"": ""Minecraft Bedrock Platforms"",
      ""description"": ""Available on Android, iOS, Nintendo Switch, Oculus, Windows, and Xbox"",
      ""hasAudienceType"": [
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Android"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Android""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on iOS"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on iOS""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Nintendo Switch"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Nintendo Switch""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Oculus"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Oculus""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Windows"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Windows""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Xbox"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Xbox""
        }
      ]
    },
    ""potentialAction"": [
      {
        ""@type"": ""BuyAction"",
        ""url"": ""https://www.minecraft.net/marketplace/pdp?id=a9725e69-66b2-4002-805a-c26867fe467b""
      },
      {
        ""@type"": ""ViewAction"",
        ""target"": ""https://chunk.gg/@minecraft/master-chief-mash-up""
      }
    ],
    ""aggregateRating"": {
      ""@type"": ""AggregateRating"",
      ""ratingValue"": 4.7,
      ""reviewCount"": 41316
    },
    ""image"": ""https://images.chunk.gg/products/minecraft/master-chief-mash-up/thumbnail-621bcee0b8b50d2f-800.jpg""
  }
]",Minecraft,,,,,41316,4.7,"Exploration,Science Fiction,Epic",Master Chief Mash-up,,https://chunk.gg/@minecraft/master-chief-mash-up
Minecraft Mash-Up,Minecraft,,,,,31918,4.7,"Exploration,Halloween,Winter",Halloween Mash-up,,https://chunk.gg/@minecraft/halloween-mash-up
Minecraft Mash-Up,Minecraft,,,,,32215,4.7,"Exploration,Science Fiction,Post-Apocalyptic",Vault-Tec Mash-up,,https://chunk.gg/@minecraft/vault-tec-mash-up
Neon City Mash-Up by GoE-Craft | CHUNK - Minecraft Bedrock Marketplace Explorer,GoE-Craft,,,,,1966,4.4,"Full HD texture pack,Deep Sci-Fi experience,Futuristic motorcycles,Race cars,Modern city,Custom furniture,Mobs with custom models,Galactic sky,Animated blocks,11 robotic HD skins,Perfect for survival, PVP and creative city building,City,Futuristic,Robots,Science Fiction,Vehicles,Custom Mobs,Space Simulation,High Resolution",Neon City Mash-Up,,https://chunk.gg/@goe-craft/neon-city-mash-up
Minecraft Mash-Up,Noxcrew,,,,,11903,4.5,"A fantasy texture pack to use in any world,Custom mobs, beasts, and wild unicorns,10 epic dungeons with combat and parkour,We have added Mob Animations!,A new dungeon has been added to the world!,Added Paintings, Trims, Bogged and more,Added Tricky Trials update blocks & items,Tweaked several other textures,Quests,Fantasy,Boss Fights,Exploration,Dungeons,Adventures,Dragons,Texture",Adventurer's Dream Mash-up,,https://chunk.gg/@noxcrew/adventurers-dream-mash-up
Minecraft Mash-Up,4J Studios,,,,,3708,4.5,"Animation,Dinosaurs,Comedy",Ice Age,,https://chunk.gg/@4j-studios/ice-age
Minecraft Mash-Up,Minecraft,,,,,18582,4.3,"Exploration,Adventures,Cute,Surreal",LittleBigPlanet™ Mash-up,,https://chunk.gg/@minecraft/littlebigplanet-mash-up
Minecraft Mash-Up,Minecraft,,,,,38579,4.6,"Movie,Animation,Fantasy",Toy Story Mash-up,,https://chunk.gg/@minecraft/toy-story-mash-up
Minecraft Mash-Up,Minecraft,,,,,21363,4.7,"Animation,Exploration,Holiday,Halloween,Christmas,Pop Culture,Seasonal",The Nightmare Before Christmas,,https://chunk.gg/@minecraft/the-nightmare-before-christmas
Minecraft Mash-Up,Minecraft,,,,,80331,4.7,"Science Fiction,Space,Movie",STAR WARS,,https://chunk.gg/@minecraft/star-wars
Minecraft Mash-Up,Minecraft,,,,,63633,4.4,"Exploration,Mythology,Historical",Greek Mythology Mash-up,,https://chunk.gg/@minecraft/greek-mythology-mash-up
Minecraft Mash-Up,Minecraft,,,,,85815,4.7,"Cartoon,Adventures,Time",Adventure Time Mash-up,,https://chunk.gg/@minecraft/adventure-time-mash-up
Minecraft Mash-Up,In Mine,,,,,83,2.6,"Custom world generation - fine crafted trees, rocks, peaks, cliffs, new plants,Beautiful VFX - volumetric fog, fireflies, weather effects, and more,Ambient sounds system,Tree Capitator,3D tools and weapons,Animated plants and grass,Dark interface,Happy ghasts!,Added comparator and repeater 3D items,Improved oaks generation in forest biome,Bee nests now spawns correctly,Oak sapling spawns oak trees correctly,Archive size optimizations,Fixed glitchy crosshair,Animation,Beautiful,Colorful,Custom Tools,Fancy,Realistic,Texture,Fantasy",X3 - Pixel Realism,,https://chunk.gg/@in-mine/x3-pixel-realism
